casa,PC1,PC2
MAC000532,0.044996245362524334,1.253897788253782
MAC000533,-0.5594447615940144,0.5368722242215704
MAC000535,0.3931273735297066,-0.6722023617595598
MAC000536,0.5631385179943246,-0.012916297164807244
MAC000538,0.3295774082233049,-1.0830028811745347
MAC000539,-1.3547185312854477,-0.39945403530442647
MAC000541,-1.3547185312854477,-0.39945403530442647
MAC000542,-0.5594447615940144,0.5368722242215704
MAC000543,-0.793005871365034,-0.533214359788157
MAC000544,0.5631385179943246,-0.012916297164807244
MAC000545,0.5631385179943246,-0.012916297164807244
MAC000547,0.3931273735297066,-0.6722023617595598
MAC000548,0.3931273735297066,-0.6722023617595598
MAC000549,-0.793005871365034,-0.533214359788157
MAC000550,-0.7294559060586322,-0.12241384037318223
MAC000551,-0.793005871365034,-0.533214359788157
MAC000552,0.044996245362524334,1.253897788253782
MAC000553,-0.793005871365034,-0.533214359788157
MAC000554,-0.5594447615940144,0.5368722242215704
MAC000555,0.3931273735297066,-0.6722023617595598
MAC000556,-0.5594447615940144,0.5368722242215704
MAC000557,0.3931273735297066,-0.6722023617595598
MAC000558,-1.121157421514428,0.670632548705301
MAC000559,0.3295774082233049,-1.0830028811745347
MAC000560,-0.1885648644084953,0.18381120424405484
MAC000561,-0.5594447615940144,0.5368722242215704
MAC000562,0.3295774082233049,-1.0830028811745347
MAC000563,-1.3547185312854477,-0.39945403530442647
MAC000564,0.3931273735297066,-0.6722023617595598
MAC000565,-0.793005871365034,-0.533214359788157
MAC000566,-0.5167164145578893,1.3876581127375127
MAC000568,0.3295774082233049,-1.0830028811745347
MAC000569,0.3931273735297066,-0.6722023617595598
MAC000570,-0.5594447615940144,0.5368722242215704
MAC000571,0.3295774082233049,-1.0830028811745347
MAC000572,0.5631385179943246,-0.012916297164807244
MAC000573,0.044996245362524334,1.253897788253782
MAC000574,1.1675795249508631,0.7041092668674046
MAC000575,-0.793005871365034,-0.533214359788157
