casa,cluster_kmeans_k7,cluster_consumo,horario_consumo,semanal,tipo_consumo,Acorn_grouped,stdorToU
MAC004241,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004243,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004244,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004245,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,ToU
MAC004246,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004247,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004248,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004249,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004250,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004251,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004252,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004253,5,1,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004254,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004255,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004256,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004257,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004258,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004259,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004260,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004261,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004262,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004263,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004264,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004265,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004266,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004267,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004268,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004269,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004270,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004271,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004272,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004273,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004274,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004275,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004276,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004277,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004278,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004279,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004280,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004281,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004282,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004283,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004284,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004285,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004286,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004287,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004288,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004289,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004290,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004291,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004292,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004293,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004294,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004295,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004296,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004297,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004298,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004299,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004300,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004301,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004302,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004303,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004304,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004305,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004306,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004307,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004308,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004309,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004310,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004312,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004313,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004314,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004315,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004316,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004317,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004318,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,ToU
MAC004319,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004320,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004321,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004322,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004323,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,ACORN-U,ToU
MAC004324,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004325,6,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004326,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004327,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004328,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004329,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004330,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004331,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004332,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004333,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004334,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,ToU
MAC004335,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004336,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004337,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004338,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004339,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004340,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004341,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004342,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004343,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004344,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004345,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004346,6,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004347,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004348,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004349,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004350,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004351,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004352,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004353,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004354,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004355,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004356,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004357,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004358,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004359,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004360,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004361,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004362,6,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004363,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004365,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004366,6,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004367,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004368,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004369,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004370,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004371,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004372,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004373,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004374,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004375,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004376,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004377,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004378,5,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004379,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004380,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004381,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004382,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004383,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004384,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004385,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004386,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004387,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004388,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004389,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004390,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004391,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004392,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004393,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004394,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004395,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004396,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004397,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004398,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004399,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004400,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004401,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004402,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004403,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004404,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004405,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004406,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004407,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004408,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004409,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004410,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004411,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004412,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004413,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004414,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004415,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004416,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004417,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004418,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004419,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004420,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004421,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004422,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC004423,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004424,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004425,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004426,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004427,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004428,5,2,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004429,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004430,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004431,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004433,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004434,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004435,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004436,5,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,Affluent,ToU
MAC004437,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004438,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004439,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004440,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004441,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004442,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004443,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004444,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004445,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004446,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004447,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004448,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004449,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC004450,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004451,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004452,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004453,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004454,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004455,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004456,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC004457,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004458,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004459,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004460,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004461,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004462,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004463,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004464,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004465,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,Adversity,Std
MAC004466,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004467,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,ACORN-U,ToU
MAC004468,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004469,5,2,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004470,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC004471,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004472,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004473,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004474,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004475,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004476,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004477,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004478,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC004479,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC004480,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004481,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC004482,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC004483,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004484,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC004485,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
