LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_min,dias_registrados,tarifa,acorn,Acorn_grouped,consumo_invierno,consumo_otono,consumo_primavera,consumo_verano,consumo_finde,consumo_semana
MAC000015,8953.7729998,10.972761029166666,4.6985454380928235,35.278999799999994,0.097,816,ToU,ACORN-E,Affluent,13.106248118421053,10.677362640659341,10.184146736956523,8.96928260923913,10.457814653448276,11.177328767465754
MAC000016,533.7360000000001,1.3081764705882355,1.857685852220007,7.370999999999999,0.027,408,Std,ACORN-K,Adversity,3.063676691729323,0.20862637362637365,0.8052608695652177,0.3608478260869566,1.3149655172413792,1.3054794520547948
MAC000017,5199.4260006,6.371845588970589,2.356440202690976,32.5890001,0.336,816,ToU,ACORN-C,Affluent,7.242218046992481,6.300000001648352,5.750798913043478,5.805701085869566,6.585125001293104,6.28711815119863
MAC000018,8739.1489997,10.72288220822086,3.642515411309804,33.9949999,0.38,815,Std,ACORN-E,Affluent,11.526603773962265,11.42742856923077,9.786331522826087,9.805010868478261,10.846659478448275,10.673626073241852
MAC000019,5059.6200005,6.2081227,2.1837976837364743,13.232000000000005,0.168,815,Std,ACORN-K,Adversity,7.334347169811321,5.534296703846154,5.9042173929347825,5.556521739673913,6.442241381034483,6.114957118524872
MAC000020,5342.4630004,6.555169325644171,2.287135987931123,16.343,0.06,815,Std,ACORN-J,Comfortable,8.037245281509435,6.661010989560441,5.344483698369565,5.526652175000001,6.747198277155173,6.478753001886792
MAC000021,18311.9230008,22.468617178895705,5.884856328823018,46.180999799999995,0.737,815,Std,ACORN-E,Affluent,24.464950941132077,23.507736263736266,23.366331526630436,17.66792391576087,19.652594824568965,23.589229848198972
MAC000022,10206.5789994,12.523409815214725,6.863454419018417,27.207000000000004,0.287,815,Std,ACORN-Q,Adversity,19.230105660377358,10.63675823956044,11.759445651086958,5.49441847826087,12.530607758189657,12.520545453687822
MAC000023,11663.5899996,14.311153373742332,5.8265346798680095,27.73900009999999,0.16,815,Std,ACORN-U,ACORN-U,16.126313210566035,14.906219783516486,15.653021730434784,9.766461955434783,13.810426724568966,14.510413378216123
MAC000024,16922.3649942,20.763638029693254,12.96645686877583,70.52699979999998,0.265,815,Std,ACORN-E,Affluent,32.58686413735849,17.01419780934066,19.98171193097826,8.226233702173912,19.844306028448276,21.129478551629504
MAC000025,3879.1560001999997,4.759700613742331,1.123916070303519,7.851000000000001,0.005,815,Std,ACORN-P,Adversity,4.767377361509434,4.509076921978021,4.943298910326087,4.812945652717391,4.781495690948276,4.751027444082332
MAC000026,10136.4160011,12.437320246748467,5.487298158664148,33.821000000000005,0.272,815,Std,ACORN-D,Affluent,12.226064150943397,14.397109895054944,12.800581523913044,10.439826085869566,8.711788792672413,13.919864496054888
MAC000027,7287.8510001,8.942148466380369,2.023642174686333,17.3719999,0.2,815,Std,ACORN-J,Comfortable,9.064075472452831,8.276906593956044,9.461586956521739,8.905119564130434,10.737004310344828,8.227900514751287
MAC000028,3220.0869999,4.798937406706409,2.199170307464442,10.195999999999998,0.003,671,Std,ACORN-E,Affluent,6.3514171428571435,4.67229687421875,4.8760326086956525,3.3333967391304355,4.631942707812501,4.865874739039667
MAC000029,2763.216001,3.390449080981595,1.2571393744531203,9.991,0.055,815,Std,ACORN-P,Adversity,3.4590377350943395,3.4569725302197805,3.3791195668478258,3.237195654347826,3.555271552586207,3.3248593495711836
MAC000030,9273.8230007,11.378923927239263,6.634725626393863,45.6249997,0.078,815,Std,ACORN-A,Affluent,14.415384911320754,12.298879115384617,10.139913042934783,7.334815219021739,15.088357765517243,9.902785590222985
MAC000031,16290.866997500001,19.98879386196319,8.754606471258874,55.88099939999999,0.289,815,ToU,ACORN-Q,Adversity,23.927256611320757,20.371032947252747,19.825559773369566,14.101701091304347,23.38272412198276,18.63820754922813
MAC000032,10422.7589967,12.788661345644172,7.530541597919175,32.1369999,0.7490000000000003,815,Std,ACORN-Q,Adversity,18.98114338490566,10.70315933956044,13.194211954891305,5.527423914130434,12.964443962499999,12.71871011560892
MAC000033,6157.7250001,7.555490797668712,1.8089173725016934,20.974999899999997,0.253,815,Std,ACORN-E,Affluent,7.987471698490567,7.247186813736264,7.6839510869565215,7.1098369559782615,7.80235775862069,7.45725214425386
MAC000034,22101.9499948,27.118957048834357,20.44795100662326,73.36000049999998,3.397,815,Std,ACORN-E,Affluent,45.9633094045283,11.743467025824177,35.20133697771739,7.104978260869565,27.054409477586205,27.144643217838766
MAC000035,18464.2949974,22.65557668392638,10.437034034500426,69.73999959999998,0.135,815,Std,ACORN-E,Affluent,29.815286789811324,21.122769224175823,21.89009238206522,14.625668483695652,20.67817671594828,23.442466551114926
MAC000036,2172.412,2.6655361963190183,0.3545649836340594,4.328000000000002,0.01,815,Std,ACORN-E,Affluent,2.5294490566037733,2.6185054945054946,2.666711956521739,2.906875,2.8047887931034485,2.610121783876501
MAC000037,65.303,0.08012638036809816,0.22231884926961917,0.992,0.0,815,Std,ACORN-E,Affluent,0.07511698113207546,0.08428571428571428,0.06179891304347827,0.10155434782608695,0.04203448275862069,0.09528473413379074
MAC000038,9256.5869973,11.37172849791155,4.914941689865634,36.6520004,0.062,814,Std,ACORN-L,Adversity,13.696526511742425,11.992587910439562,10.191456515760871,8.602309780434782,13.685314648706898,10.449474224742268
MAC000039,7384.8680024000005,9.072319413267813,3.2104832369813847,19.422999899999997,0.165,814,Std,ACORN-F,Comfortable,9.628939396969697,9.350401103296704,8.873402177717391,8.197548913586957,8.917383625862069,9.134080758075601
MAC000040,21677.4500017,26.630773957862406,9.134634564816613,75.1580009,0.456,814,Std,ACORN-A,Affluent,29.207178035606063,27.06832966978022,25.01346195434783,24.118706526086957,26.067469827155175,26.85532130893471
MAC000041,6851.3090004000005,8.416841523832925,3.6293942219587767,22.628,0.0,814,Std,ACORN-Q,Adversity,10.977306818939395,8.795428570879121,7.754070653804348,5.031429347826087,7.839181034482759,8.647111684536082
MAC000042,7550.8189994,9.276190416953318,3.18530468024412,17.389999999999993,0.0,814,Std,ACORN-Q,Adversity,9.605606059848485,9.49750000054945,9.377418477173913,8.483418476630435,9.668637932758621,9.119750857388317
MAC000043,2876.788,3.534137592137592,2.2644801451787075,25.542,0.041,814,Std,ACORN-H,Comfortable,4.662375,2.8820934065934067,3.4432663043478264,2.6511902173913042,3.5877844827586207,3.5127525773195876
MAC000044,11552.8829993,14.192730957371007,4.6345359291073915,30.011,0.176,814,ToU,ACORN-F,Comfortable,16.598871209848483,15.948445053296703,12.684940217391304,10.511603261956521,16.652224137931036,13.212314431786941
MAC000045,16826.2560026,20.67107617027027,8.07581358662387,68.91900030000001,0.123,814,Std,ACORN-E,Affluent,25.39709090606061,19.897956052197802,17.65048913097826,17.67557609673913,20.725788802155172,20.64926632388316
MAC000046,10733.299999,13.185872234643735,3.7125407676278805,33.103999900000005,0.19,814,ToU,ACORN-N,Adversity,15.990659085227273,12.173505497252748,12.17657065,11.172277176086956,14.625387926724137,12.612044673539518
MAC000047,4317.1050000000005,5.303568796068797,1.28269918917041,14.544999999999998,0.039,814,Std,ACORN-Q,Adversity,5.365761363636365,4.765758241758242,5.813201086956522,5.23666847826087,5.379405172413793,5.2733384879725085
MAC000048,5445.0380009,6.689235873341524,3.652605159680902,31.21999999999999,0.084,814,ToU,ACORN-E,Affluent,8.031511363257577,5.531021980219781,5.653228260869566,6.94499456847826,6.3455043125,6.82625601443299
MAC000049,30087.0959988,36.9620343965602,9.123825502928177,85.41499960000003,1.025,814,Std,ACORN-E,Affluent,41.40881059848485,34.28101646813187,39.360032618478265,30.83575544456522,38.5059568875,36.34658763041237
MAC000050,11619.405997,23.37908651307847,7.280598219209989,47.356000000000016,0.04,497,Std,ACORN-D,Affluent,25.827712635632185,22.27552746923077,21.459721431428573,22.76032606847826,25.792063371830984,22.413895769577465
MAC000051,12577.147001000001,15.451040541769043,5.119504635402133,43.5139999,0.226,814,ToU,ACORN-F,Comfortable,16.675325757954546,15.10848901978022,16.003179352173913,13.48114673097826,14.876607761637931,15.680024055498281
MAC000052,5599.7419989,6.879289924938575,4.681675750647597,28.385000199999997,0.108,814,ToU,ACORN-D,Affluent,10.493522724621213,5.403395602747253,6.137369564673913,3.8954239130434787,7.709004309482759,6.5485446719931275
MAC000053,6713.8699990000005,8.258142680196803,2.412488349011619,17.586999900000002,0.208,813,Std,ACORN-F,Comfortable,9.757513305323195,7.92628021978022,7.617972824456523,7.083445652173913,7.669693965517242,8.493117037865748
MAC000054,7754.0779999,9.53761131599016,1.2876742087981565,14.026999999999996,0.17,813,Std,ACORN-Q,Adversity,9.699231939163498,9.489604396153846,9.254777173369565,9.63691847771739,10.370262930172414,9.20512392444062
MAC000055,10334.2839979,12.711296430381303,4.191196867572778,32.242000000000004,0.4,813,Std,ACORN-K,Adversity,14.10546387338403,11.800461535164835,12.56269021521739,11.768086957608697,11.961495686206895,13.010700514113596
MAC000056,4958.5150001,6.099034440467405,2.1812811263000453,23.633999900000006,0.04,813,Std,ACORN-Q,Adversity,5.994395437262358,6.291038462087911,6.004923913586957,6.152793477717391,6.62696551724138,5.888225473493976
MAC000057,8711.8419985,10.715672814883149,4.789102846892452,35.55300010000001,0.145,813,Std,ACORN-E,Affluent,11.478855511406845,9.328368131318681,11.234385864130434,10.478331522282609,10.780297410775862,10.689867468502582
MAC000058,2743.1780000000003,3.3741426814268145,0.9256319273008112,7.096000000000001,0.021,813,Std,ACORN-E,Affluent,3.4029505703422056,3.443917582417583,3.3856739130434788,3.25241847826087,3.090918103448276,3.4872375215146305
MAC000059,14244.7500008,17.521217713161132,2.8280204728065605,34.391000000000005,0.383,813,Std,ACORN-H,Comfortable,18.338623576045627,16.264483514285715,17.701413046195654,17.41573913152174,18.01832759137931,17.322716006196213
MAC000060,8696.2680007,10.69651660602706,3.1967187833429285,36.363,0.203,813,Std,ACORN-F,Comfortable,13.103847911026616,10.339549452197803,10.357396738043478,7.947809782608696,11.385189656465517,10.421521515318416
MAC000061,4740.039000000001,5.830306273062732,1.3336855093516937,10.064000000000004,0.059,813,Std,ACORN-Q,Adversity,6.109304182509506,5.749846153846153,5.896282608695653,5.44513043478261,6.626077586206897,5.512545611015491
MAC000062,9474.0199998,11.653161131365314,1.865492343401848,20.722,0.187,813,Std,ACORN-H,Comfortable,12.448239542585553,11.774445057142858,11.301201085869566,10.748711955978262,12.140836206896552,11.458426849913941
MAC000063,8368.5210006,12.776367939847328,4.495811466440766,31.2240001,3.889000000000001,655,Std,ACORN-D,Affluent,15.127514459537572,14.267315783333334,11.330168477717391,11.088239129891305,12.61188298351064,12.842584581798716
MAC000064,10803.0669977,13.287905286223863,6.319798103637231,40.03499990000001,0.063,813,ToU,ACORN-E,Affluent,16.426593152471483,11.338434066483517,12.628103254891306,11.389711954347826,14.700512934913794,12.723834762134251
MAC000065,4299.4010007,7.451301561005199,4.7232104997356945,34.44699979999999,1.2010000000000003,577,ToU,ACORN-L,Adversity,9.796682080346821,8.21414286043956,6.805858698369565,4.6884496124031,8.274722890963854,7.118727495863746
MAC000066,5496.079,6.760244772447724,3.04444474430061,17.269999999999996,0.171,813,Std,ACORN-E,Affluent,7.83195056958175,6.775934066483517,6.988635870652174,4.984494564673913,6.890801724137931,6.708111876075732
MAC000067,5772.9519998000005,7.100801967773679,2.0258090210599407,15.123999900000005,0.148,813,Std,ACORN-N,Adversity,7.599152090494297,6.970554945054945,7.423293478260869,6.194826086956522,7.970202585344828,6.753640275387264
MAC000068,15692.739999200001,19.302263221648218,3.2333992169316863,30.452,0.253,813,Std,ACORN-L,Adversity,22.0532737608365,18.433857141758242,19.129407608695654,16.40193478423913,19.19789224051724,19.343939758003444
MAC000069,6423.8129998,7.901369003444035,4.483989336145299,40.8549999,0.0819999999999999,813,Std,ACORN-G,Comfortable,9.82549429619772,6.251741757692307,8.566891303804349,6.117298913586956,8.079353447413794,7.8302977624784855
MAC000070,3472.566,4.276559113300492,0.9992438988812963,10.028,0.011,812,Std,ACORN-H,Comfortable,4.4528893125954205,4.162500000549451,4.263173913043478,4.151684782608696,4.579219826293104,4.155494828103448
MAC000071,9034.072005,17.853897243083004,5.978404197665005,36.81899980000001,3.603,506,ToU,ACORN-J,Comfortable,20.183784893604653,18.428098896703297,17.09213246291391,14.180347845652173,20.446034254794522,16.802641677222223
MAC000072,3588.1410002,4.418892857389162,2.1979540969216966,13.922999999999996,0.049,812,Std,ACORN-E,Affluent,5.265675572900763,4.2270109890109895,4.343945652717392,3.477891304347826,5.014431034913793,4.180677586379311
MAC000073,3257.4789999,4.011673645197044,2.379069281421029,13.9759998,0.084,812,Std,ACORN-D,Affluent,4.152698472900763,3.522884614835165,3.898347826630435,4.407668478260869,4.627004311206897,3.765541378793104
MAC000074,11067.454999200001,13.629870688669952,2.854034281573895,25.329000100000005,0.162,812,Std,ACORN-H,Comfortable,15.025255721755725,13.761868132967033,13.494320650543477,11.64795108804348,14.269827586637932,13.373887929482759
MAC000075,4211.5390003,5.186624384605912,3.156202266528983,34.79600000000001,0.735,812,ToU,ACORN-E,Affluent,6.295198474045802,4.720368132417582,4.399521739130435,4.856402173913044,5.927176724137931,4.890403448793104
MAC000076,15028.8449966,18.508429798768475,4.182453821546311,38.20000020000001,0.134,812,ToU,ACORN-E,Affluent,19.619167940076338,19.03987362582418,17.80957063804348,17.10002716847826,20.131741374568968,17.859105168448277
MAC000077,4742.805,5.840892857142857,1.0850837181124176,8.59,0.031,812,Std,ACORN-Q,Adversity,6.183225190839695,5.766258241758242,5.618021739130436,5.650135869565218,5.739724137931034,5.881360344827587
MAC000078,3972.8400002,4.892660098768473,3.3924621339701235,24.18700009999999,0.068,812,Std,ACORN-E,Affluent,6.160351143129771,4.54171978021978,4.850576089673913,3.4767880445652173,4.032685345258621,5.236650000172413
MAC000079,14133.8369996,17.47075030852905,10.605335432510955,69.1910001,0.073,809,Std,ACORN-D,Affluent,23.27495419961832,20.224763730769233,12.483766299456521,11.369497244198895,19.367693971982757,16.708027726343154
MAC000080,2017.1600001,3.7563500932960894,1.549103772036387,8.680000000000001,0.048,537,Std,ACORN-E,Affluent,4.130209302325581,3.6282087912087917,3.4162857148351646,3.856880434782609,4.59311039025974,3.4198981723237596
MAC000081,10282.4950004,12.66317118275862,3.7889297458864015,27.729999900000003,0.094,812,Std,ACORN-K,Adversity,13.91021756335878,12.37167032802198,13.086902174456522,10.752086951086957,14.47203017112069,11.939627587413794
MAC000082,3215.9940007,3.9605837447044334,2.1341123126684556,19.19400000000001,0.013,812,ToU,ACORN-E,Affluent,4.036015269465649,3.4632417604395607,4.561010866847826,3.7446847836956527,3.953103453879311,3.9635758610344833
MAC000083,11735.4559998,14.452532019458129,7.88681511091098,43.79199999999999,0.072,812,Std,ACORN-J,Comfortable,18.38567557557252,14.488703296153847,14.776885867391305,8.491945649456522,16.080599134913793,13.801305173275864
MAC000084,10933.4799994,13.464876846551725,2.3683584429368087,27.16299990000001,0.217,812,Std,ACORN-D,Affluent,14.304534353053436,13.172879118131869,13.223684780434782,12.799293477173913,14.701137926724137,12.970372414482759
MAC000085,22338.717004000002,27.51073522660099,9.292470290253528,62.30599949999999,0.412,812,Std,ACORN-D,Affluent,31.720496196946566,25.4146043956044,28.632733702717395,22.467749995108697,30.695999999568965,26.236629317413794
MAC000086,4946.9039992,6.092246304433497,2.2772869569365173,16.985999800000002,0.389,812,Std,ACORN-E,Affluent,6.296442748091604,7.899813187912088,4.630494563043478,5.475320648913043,6.803275859913793,5.80783448224138
MAC000087,12794.9560003,15.796241975679013,4.046217009792125,39.746,0.173,810,Std,ACORN-E,Affluent,18.020730768076923,14.265082417032968,16.023880436413044,13.939820654347827,16.99998696,15.318894826724138
MAC000088,12881.9450001,15.903635802592593,3.622623026040217,36.7710001,0.266,810,ToU,ACORN-Q,Adversity,17.491588460384616,15.181862641208792,15.00509239076087,15.27226086847826,17.222069563913042,15.38080862137931
MAC000089,5794.0290002,7.153122222469136,3.7922239461113083,28.2870001,0.084,810,Std,ACORN-H,Comfortable,9.739196153846155,6.808109890659341,5.94098913097826,5.052282608695652,6.851860871304348,7.272587930689655
MAC000090,13152.8029979,16.238028392469136,6.929415335516803,38.98599970000001,0.143,810,Std,ACORN-Q,Adversity,22.560611527307696,14.910708795604396,15.042788041847826,9.812076088586958,16.619008687391307,16.086949999655175
MAC000091,5099.0759995,6.295155554938272,2.090434967646483,19.515999899999997,0.034,810,Std,ACORN-H,Comfortable,7.613942308076924,5.790384613186814,6.396157607608696,4.829934782608696,6.341952173043478,6.276598275344828
MAC000092,4108.7249991,5.072499998888889,2.607873686919468,20.206000000000003,0.084,810,Std,ACORN-Q,Adversity,5.365784613846154,5.143384612637362,5.099336954347827,4.561125002173913,3.9531956517391302,5.516362067586207
MAC000093,9287.3960001,11.465920987777777,3.5139227625536757,28.661000099999995,0.102,810,Std,ACORN-H,Comfortable,12.998457692307692,11.007054946703297,10.94807608478261,10.272103261956522,12.361956520000001,11.110596552586207
MAC000094,8067.0539998,9.9716365881335,4.762684965794609,35.798,0.117,809,Std,ACORN-G,Comfortable,11.42224615423077,8.50286813021978,10.205360656830601,9.142211955434783,10.322986957391304,9.832067356822108
MAC000095,4989.294,7.571007587253414,2.9602489312306286,22.75400010000001,0.054,659,Std,ACORN-E,Affluent,7.972294117058825,6.445429752892562,8.130744565217391,7.38070652173913,7.558526595744681,7.575989384288747
MAC000096,23327.7029979,28.79963333074074,9.094142771544576,69.03800000000001,0.735,810,Std,ACORN-C,Affluent,31.88056922307692,27.764505492857143,28.990826076086957,25.278820664130436,27.496104340434783,29.316549999310343
MAC000097,15810.3069999,19.51889753074074,6.724548840153418,73.5249997,0.118,810,Std,ACORN-G,Comfortable,19.791234615000004,19.630335164285714,20.7133858701087,17.82935869565217,20.58923043130435,19.09445517362069
MAC000098,9162.1970011,11.311354322345679,2.921049032311293,28.976,0.059,810,Std,ACORN-F,Comfortable,13.384807697307693,11.137912087362638,10.542250000543477,9.322135868478261,11.548260873913042,11.217408620862068
MAC000099,3548.9400001000004,4.381407407530864,0.7340079955277948,7.782000000000001,0.056,810,Std,ACORN-U,ACORN-U,4.67905,4.1200219780219784,4.491255435326087,4.109521739130435,4.300473913913044,4.413501723965518
MAC000100,9723.7889994,12.004677777037037,4.287714188209011,49.62799980000002,0.143,810,Std,ACORN-N,Adversity,13.492130772307691,11.663131865934067,11.20965217445652,11.03570108097826,14.241378260434782,11.117710343965516
MAC000101,9096.7280005,11.230528395679011,3.6055888593889978,26.53800039999999,0.057,810,Std,ACORN-L,Adversity,12.869649998461538,10.58767033131868,11.17851087228261,9.602266304891305,11.622513045217392,11.075086207068965
MAC000102,2625.0219997,3.281277499625,1.013478108543338,8.201000000000002,0.042,800,Std,ACORN-Q,Adversity,3.7059279992,3.6459890104395605,2.802701086956522,2.8221358695652174,3.162947367982456,3.3284440555944057
MAC000103,17121.392,24.046898876404494,8.19169724025838,51.38500000000001,8.849000000000002,712,Std,ACORN-A,Affluent,33.0904674556213,18.327697142285718,26.87623369076087,18.350701092391304,26.512384233990147,23.063611002946956
MAC000104,6379.3490015,7.885474661928306,4.082031937405092,34.409999799999994,0.036,809,Std,ACORN-Q,Adversity,9.844853281467183,6.680219786263736,7.673527176630435,6.531538043478261,8.624013041304348,7.592100176165803
MAC000105,40426.1939958,50.978807056494325,19.564746584211285,132.98300040000004,0.209,793,Std,ACORN-D,Affluent,59.32439503251029,55.021120891758244,49.318282617391304,37.61933695108696,50.71334071238938,51.08461903844797
MAC000106,10617.9599996,13.124796044004944,3.5310610009610652,30.775999899999995,0.22,809,ToU,ACORN-L,Adversity,15.40104633050193,12.363192307692309,12.91575543478261,10.883092391304348,13.271386951739132,13.066564768048359
MAC000107,5370.4109994,6.638332508529048,1.8185732525995613,17.007000000000005,0.11,809,ToU,ACORN-N,Adversity,6.72626640965251,6.710027470879122,6.78881521576087,6.293157608152174,6.712152173043478,6.609008634887737
MAC000108,2788.8900000000003,3.4473300370828186,0.6361177763171356,5.526,0.006,809,Std,ACORN-J,Comfortable,3.6638494208494214,3.411604395604396,3.427592391304348,3.1976304347826088,3.518078260869565,3.419226252158895
MAC000109,5330.500000200001,6.588998764153277,1.6437017535971719,16.7460001,0.162,809,ToU,ACORN-D,Affluent,6.880563706949808,6.728137362087913,6.423891304347826,6.20607065326087,6.430360870434783,6.6520155440414515
MAC000110,13246.5969988,16.374038317428923,4.927200004406907,36.127,0.375,809,Std,ACORN-A,Affluent,18.77293436023166,15.26280219835165,17.027842390217394,13.442684780434782,18.175247825652175,15.658531949740933
MAC000111,8267.2559999,10.244431226641884,2.8245927492989646,22.5459999,0.066,807,Std,ACORN-M,Adversity,10.58900388988327,9.566208791208792,10.341875002173913,10.33655978152174,10.47253913,10.153504332755633
MAC000112,10376.8099999,12.842586633539606,4.589108044715505,29.310999699999996,0.124,808,Std,ACORN-A,Affluent,15.36802325503876,12.274714285714285,12.826559783695654,9.879211955978262,13.654343476956523,12.51956920449827
MAC000113,19922.836999400002,24.656976484405945,8.470674154619225,52.7289998,0.195,808,Std,ACORN-E,Affluent,26.96901162868217,25.732736264835165,24.00359238804348,21.004418476086958,23.900695652608697,24.957918683910034
MAC000114,2266.5810001,5.474833333574879,1.4100065012643836,12.119999999999996,0.185,414,Std,ACORN-M,Adversity,6.37653237266187,5.190956046153846,5.105684783695652,4.762423913043478,5.558457625423729,5.441496622635135
MAC000115,7272.6789997000005,9.000840346163367,2.7059152021498285,26.40799980000001,0.144,808,Std,ACORN-L,Adversity,10.599713175968992,8.705000001098902,9.46601086847826,6.586396740760869,9.763304346521739,8.697437716262975
MAC000116,25347.5909944,31.37078093366337,10.581689105345406,89.44200020000002,0.32,808,Std,ACORN-E,Affluent,34.20837596434109,28.72814284945055,31.970249990760873,29.40642390597826,29.38175216347826,32.16226297024222
MAC000117,6666.3219993,8.250398513985148,3.9885455641593746,30.184,0.152,808,Std,ACORN-L,Adversity,10.52984883488372,7.910137362087913,6.889032608695652,6.752141304347826,9.368073910869565,7.8056487885813155
MAC000118,6200.5119997,7.673900989727723,3.733263263520848,26.189999900000004,0.087,808,Std,ACORN-G,Comfortable,8.971798448449613,8.425675823076924,6.458456522282609,6.325864130978261,8.338682606086957,7.409368512629758
MAC000119,10394.0239998,14.218911080437756,4.5016849062501985,30.56000000000001,0.172,731,Std,ACORN-H,Comfortable,17.549668502762433,15.266203298901099,13.578081523369566,10.547380435326087,13.555591348557694,14.482717015869982
MAC000120,1290.23,2.1220888157894735,1.0795532018651253,7.475999999999999,0.0,608,Std,ACORN-E,Affluent,2.2057857142857147,1.6796153846153845,2.034934782608696,2.378090909090909,2.075028735632184,2.1409562211981568
MAC000121,8950.4070001,11.077236386262376,2.3453697737757726,21.488000000000003,0.14,808,Std,ACORN-L,Adversity,12.880763568217054,10.37402747142857,10.286576086413044,10.034603259782608,11.232482608695653,11.015460207785468
MAC000122,4302.923999500001,5.331999999380423,1.1100089278790588,8.394999999999998,0.14,807,Std,ACORN-E,Affluent,5.720813228404669,5.203225274725275,5.457885868478261,4.79041847826087,5.42763913,5.293876949046794
MAC000123,6117.0519997,7.579990086369269,1.2954181381213585,11.888000000000003,0.095,807,Std,ACORN-K,Adversity,8.69964980622568,7.528615384065934,7.166951085869566,6.479972825000001,7.629665216956522,7.5601889077989615
MAC000124,8828.6739998,10.940116480545228,1.8737940562805127,18.313999899999995,0.221,807,ToU,ACORN-H,Comfortable,11.737408559143969,10.830483515384616,10.869940218478261,10.005125000543478,10.713895652608697,11.03029116065858
MAC000125,8261.0780005,10.236775713135067,4.467024276212459,25.1149999,0.106,807,Std,ACORN-F,Comfortable,11.117443581322958,11.482076925824176,9.713809783152174,8.29791304076087,12.448060871304348,9.355327556499134
MAC000126,4271.3939997,5.292929367657992,2.6910416716133314,19.754000000000005,0.081,807,Std,ACORN-E,Affluent,5.92205836536965,6.078401097252748,4.9829945646739136,3.9472010880434785,5.60051739173913,5.170320623223571
MAC000127,7614.1399995,9.435117719330854,2.9106173136916245,18.060999899999995,0.163,807,Std,ACORN-L,Adversity,10.6610428,9.05879120824176,8.813978260869565,8.716195652173912,9.807286955217391,9.28676603084922
MAC000128,4241.9090005,5.256392813506815,1.3152853893038874,10.194000000000004,0.031,807,Std,ACORN-H,Comfortable,5.616326850194553,5.211626374725275,5.222532608695652,4.831798911956523,6.271495654782608,4.851759098613519
MAC000129,8355.679998,10.354002475836431,6.556153982359875,36.6319999,0.044,807,Std,ACORN-E,Affluent,11.906128398054475,10.254521984065935,10.520543472826088,8.117945650000001,5.15831739,12.425072787348354
MAC000130,3025.4599998000003,3.7490210654275096,0.794856014693951,8.251999999999999,0.043,807,Std,ACORN-K,Adversity,4.154813229182879,3.6952637362637364,3.541190216847826,3.4432391304347827,3.778430434782609,3.7372980932409012
MAC000131,8280.5010003,10.260843866542752,3.255705612782963,21.388000100000003,0.075,807,Std,ACORN-E,Affluent,12.31446303463035,10.111516485714285,10.676967392391305,7.124054346739131,9.241786956086957,10.667053726863085
MAC000132,11271.6979984,13.967407680793062,3.415054806753018,32.0260001,0.049,807,Std,ACORN-E,Affluent,14.93314785680934,14.488917586263737,13.499896735326086,12.57019021304348,15.337491301304349,13.421273828596188
MAC000133,17647.653998100002,21.868220567657996,5.616879904020299,45.1130002,1.016,807,Std,ACORN-Q,Adversity,23.687284034241248,21.646148359890113,22.573206521195655,18.84213586902174,23.75821303956522,21.114844019064126
MAC000134,8317.3060025,20.897753775125626,23.402224429543818,77.14900029999997,0.0,398,Std,ACORN-L,Adversity,33.37620325365854,0.0025164835164835165,38.235413058695656,7.5450652271739145,23.956140357017542,19.670091555633803
MAC000135,2334.4410000000003,5.366531034482759,0.7015786220907345,7.842,0.103,435,Std,ACORN-Q,Adversity,5.54359375,5.3047032967032965,5.3584891304347835,5.1277934782608705,5.416879032258064,5.346456591639871
MAC000136,7438.5699999,16.944350797038723,4.710774911197596,33.06700000000001,0.358,439,Std,ACORN-Q,Adversity,18.23156097195122,16.07092308021978,16.803782607608696,15.654260872826088,20.283650792063494,15.600095846964855
MAC000137,11274.1290013,13.970420075960346,3.8845057664172242,29.235000200000005,0.331,807,Std,ACORN-H,Comfortable,14.755116732684826,13.670593413186815,14.136766301086956,13.004625002173913,16.292243483913044,13.044909878682843
MAC000138,6728.8369989,8.338087978810409,5.081312676735984,32.7859999,0.065,807,Std,ACORN-E,Affluent,11.653536963424125,6.335285717582417,9.32486412173913,4.701527175543478,8.377295654347826,8.32245926932409
MAC000139,12276.897,18.714782012195123,4.952850655855153,38.068000000000026,0.192,656,ToU,ACORN-D,Affluent,23.15944910419162,19.13617355206612,18.19516847608696,14.923266305434783,18.61550000319149,18.75466452863248
MAC000140,4089.2169994,5.073470222580645,2.0843675571819023,18.709999900000003,0.098,806,Std,ACORN-C,Affluent,5.563222655859375,5.172258239560439,4.871646739673913,4.496184781521739,4.49273913,5.305359374131944
MAC000141,4965.5120001,6.160684863647642,2.229462734708335,15.95,0.24,806,ToU,ACORN-E,Affluent,7.672375000390625,6.385142857692308,5.444021738586956,4.552108695652174,6.320682608695653,6.096796875173611
MAC000142,10918.4129989,25.45084615128205,8.03396922305653,50.63900039999998,9.2879999,429,Std,ACORN-M,Adversity,28.298396085714288,29.83661537912088,19.214086972826088,22.582956529347825,26.56060975691057,25.004764701960784
MAC000143,7199.6350004000005,8.932549628287841,2.7903777924924587,16.040000199999998,0.068,806,Std,ACORN-F,Comfortable,9.866253905468751,8.623076925274725,9.441641303804348,7.430500001630435,8.610300000434783,9.061225694965279
MAC000144,4018.0089999,6.2585809967289725,1.9035869886389678,13.12,0.0,642,Std,ACORN-E,Affluent,6.802807231325301,5.6751192633027525,6.625195651630435,5.7438196715847,7.116103260326087,5.914074235807861
