casa,horario_consumo,semanal,tipo_consumo,cluster_horario,cluster_semanal,cluster_tipo_consumo,stdorToU,Acorn_grouped
MAC004800,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC004801,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC004802,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004803,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004804,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004805,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004806,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004807,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004808,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004809,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004810,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC004811,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Adversity
MAC004812,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC004813,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004814,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004815,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004816,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004817,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC004818,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC004819,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004820,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC004821,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC004822,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004823,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004824,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004825,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Affluent
MAC004826,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004827,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004828,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,ACORN-U
MAC004829,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004830,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004831,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004832,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004833,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004834,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004835,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004836,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004837,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,ToU,Comfortable
MAC004838,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC004839,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC004840,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC004841,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004842,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC004843,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004844,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC004845,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC004846,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004847,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004848,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004849,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004850,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004851,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004852,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC004853,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC004854,consumo_madrugada_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,2,1,1,Std,Affluent
MAC004855,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC004856,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004857,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004858,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Affluent
MAC004859,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004860,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC004861,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC004862,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004863,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC004864,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004865,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004866,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Adversity
MAC004867,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC004868,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC004869,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004870,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004871,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC004872,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004873,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004874,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004875,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC004876,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004877,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC004878,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004879,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004880,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC004881,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004882,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004883,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,ToU,Adversity
MAC004884,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC004885,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC004886,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC004887,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004888,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004889,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004890,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004891,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004892,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004893,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC004894,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC004895,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004896,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC004897,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC004898,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Adversity
MAC004899,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004900,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004901,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC004902,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC004903,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC004904,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004905,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004906,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004907,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC004908,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004909,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC004910,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004911,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004912,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004913,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004914,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004915,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004916,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004917,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC004918,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004919,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC004920,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004921,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,ToU,Affluent
MAC004922,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC004923,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004924,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC004925,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004926,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC004927,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004928,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004929,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004930,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004931,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC004932,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004933,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004934,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004935,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC004936,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004937,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004938,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004939,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004940,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004941,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC004942,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004943,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC004944,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Adversity
MAC004945,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004946,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC004947,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC004948,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC004949,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004950,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004951,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC004952,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC004953,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004954,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC004955,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC004956,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC004957,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004958,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Affluent
MAC004959,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004960,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC004961,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004962,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004963,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004964,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004965,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC004966,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004967,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC004968,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC004969,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC004970,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC004971,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004972,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004973,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004974,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004975,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC004976,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004977,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC004978,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC004979,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC004980,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC004981,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Affluent
MAC004982,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004983,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC004984,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004985,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC004986,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004987,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004988,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC004989,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC004990,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC004991,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004992,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004993,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004994,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC004995,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,0,1,1,Std,Affluent
MAC004996,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC004997,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC004998,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC004999,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005000,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC005001,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005002,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC005003,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005004,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005005,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005006,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005007,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005008,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC005009,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC005010,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005011,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005012,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005013,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005014,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC005015,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005016,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC005017,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC005018,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005019,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC005020,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005021,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC005022,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC005023,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC005024,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Comfortable
MAC005025,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005026,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005027,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005028,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005029,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC005030,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005031,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005032,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
