casa,horario_consumo,semanal,tipo_consumo,cluster_horario,cluster_semanal,cluster_tipo_consumo,stdorToU,Acorn_grouped
MAC005033,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005034,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005035,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005036,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,ACORN-U
MAC005037,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005038,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC005039,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC005040,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005041,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC005042,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005043,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005044,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005045,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005046,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005047,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005048,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005049,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005050,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005051,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005052,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005053,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005054,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Adversity
MAC005055,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005056,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005057,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,ToU,Comfortable
MAC005058,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005059,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC005060,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC005061,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005062,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005063,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005064,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC005065,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005066,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005067,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005068,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005069,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC005070,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005071,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC005072,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC005073,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005074,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005075,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC005076,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Adversity
MAC005077,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Comfortable
MAC005078,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005079,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC005080,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC005081,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005082,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005083,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005084,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC005085,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC005086,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005087,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005088,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005089,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005090,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005091,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005092,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005093,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC005094,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005095,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005096,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC005097,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005098,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005099,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005100,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005101,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005102,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC005103,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC005104,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005105,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005106,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005107,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC005108,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005109,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005110,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC005111,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005112,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005113,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005114,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005115,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005116,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005117,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005118,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC005119,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005120,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC005121,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Adversity
MAC005122,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005123,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005124,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,ToU,Adversity
MAC005125,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC005126,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005127,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC005128,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005129,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC005130,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Comfortable
MAC005131,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005132,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC005133,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC005134,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005135,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005136,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005137,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005138,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005139,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005140,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC005141,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005142,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005143,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005144,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC005145,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005146,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC005147,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Comfortable
MAC005148,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Adversity
MAC005149,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005150,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC005151,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005152,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,ToU,Affluent
MAC005153,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005154,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC005155,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005156,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC005157,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC005158,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005159,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005160,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005161,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC005162,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Comfortable
MAC005163,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC005164,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC005165,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005166,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC005167,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005168,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005169,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005170,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005171,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005172,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005173,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC005174,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005175,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005176,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005177,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005178,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005179,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC005180,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,ToU,Affluent
MAC005181,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC005182,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC005183,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005184,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005185,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005186,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC005187,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005188,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC005189,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005190,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005191,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC005192,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005193,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC005194,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC005195,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC005196,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC005197,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC005198,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC005199,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Affluent
MAC005200,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC005201,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Comfortable
MAC005202,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC005203,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC005204,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC005205,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
